score	text
1279	Me: "75 Watts.. 60 Watts.. 100 Watts" Daughter: "what are you doing, dad??" Me: "oh, just a bit of light reading"
1279	If you flip a boat over, it will fit on your head; After all, it's now ... capsized!
1279	Dear, It is ok to laugh when goats give birth. They are just kidding.
1278	I am pretty good at making an Earl Grey. It's my special tea.
1277	As a photographer, it's easy to tell when a kid has ADD They're always out of focus
1277	I broke one of my fingers On the other hand I'm okay.
1275	My dad proved his dadness. Me: "Why is this mustard green?" Dad: "It's got dill in it." Me: "Weird. Any good?" Dad: "Yeah, it's dill-icious."
1271	My 3 year old son said: 'put my shoes on' I told him, "I think my feet are too big."
1268	My dad said this after an eye appointment... "I should be a teacher." "Why?" "Because my pupils are doing great!"
1266	Me- Are you going to buy some land? Gf's dad: "No, no.. A lot." Me- YOU'RE GOING TO BUY A LOT OF LAND?? I crack myself up.
1265	Dad watched Thor for the first time. Actually called me mid-movie to make a funny. What did Thor miss the most when he was sent to prison? Assgaurd.
1262	My wife wants me to remodel our staircase. I told her I'd need a step-by-step guide.
1262	Why did the web programmer gain weight? His website had too many cookies.
1260	How many dead people do you think are buried in that cemetery? All of them
1255	I think he named me Nick just for this... Dad: hey you got a nickel? Me: I'm afraid not Dad: well I guess you could say you're... Nicholas.
1254	How does NASA say it's sorry? It Apollo-gizes.
1253	Happened when we were watching Star Wars III Right at the part where Windu dies Dad: "Wow. I guess he got thrown out the windu."
1252	What do you call a snake that's 3.14 feet long? A "π"thon
1250	My grandpa got new pants "Grandpa how do they fit?" "Like a cheap castle" Seeing I was confused he said "There's no ballroom"
1250	My Dad drops this gem going through airport security. Airport Security: Do you have anything sharp on you? Dad: Yes, my brain.
1249	I opened the oven.... I just opened the oven and there were loads of tiny people dancing to techno. It was a micro-rave. I'm sorry
1248	I love high quality audio as much as the next guy... But I always get so much FLAC for downloading it.
1248	I might be a dad My friend is shopping and asks where she can find raisins... I respond: "They're where the grapes used to be."
1247	Why did my dad not mind when I threw a coke at his head? Because its a soft drink
1245	Wife and son had the stomach virus just the day before his first birthday party I told them "you better not be party poopers tomorrow"!
1240	At the dinner table. I couldn't resist. Wife: "I don't really like cheese." Me: "I know. You never laugh at any of my jokes." Wife: ...
1238	"Hey Doctor, can I administer my own anaesthetic?" Doctor: Go ahead. Knock yourself out.
1238	My duck got arrested. Apparently he's a quackhead. I tried to bail him out, they wouldn't let me. Said he was a flight risk.
1237	What do you call it when Trump gets the majority of delegates and still loses the nomination from a contested convention? Unpresidented.
1234	I took my glasses off Told my kids I had seen enough.... The groans. Oh the groans. Totally worth it.
1234	My brother lost a brief argument to a dad joke. Bro: A bike's the only thing you can drive without a license. Dad: That's not true. What about a hard bargain?
1224	An older gentleman got me in Wal-Mart I was coming around a corner and almost bumped my cart into his Me: Oh I'm sorry, excuse me, sir! Him: It's okay, I have cart insurance!
1223	What do you call a polite cheesemaker? Curdeous
1222	Did you hear about the restaurant on the moon? Great food, but it has no atmosphere
1219	I got fired from my job at the bank today. An old lady came in and asked me to check her balance, so I pushed her over.
1219	What will the Secret Service shout if someone tries to shoot Trump? "Donald, duck!"
1216	What vampire does everyone accept, but basically ignore? DracEULA.
1212	A guest asked about our selection of grilled veggies Fiancee: Let's see: summer squash... Me: ...and some aren't!
1209	Did you hear that the Pope has the avian bird flu? He got it from one of the cardinals
1207	I told my husband I hate my haircut. He replied "Don't worry, it'll grow on you."
1206	My wife just told me to not make any jokes whilst she's actually giving birth. I said I'd avoid any laboured puns.
1206	My 5yr old has a stuffy nose. Brilliant dad joke delivery. "How are you feeling?" "I feel like an old shoe" "What does THAT mean?" "I don't smell good!"
1204	What did Tennessee? The same thing that Arkansas
1204	Son: "Hey Dad, how does a sundial work?" \*Dad hands Son a phone\* Dad: "Ok, now just call someone." Son: "Why can't you do it?" Dad: "Because that would be a daddial."
1204	My dad just told me this one in the car. Dad - "What's 3x plus 3x?" Me - "6x" Dad - "What's 5q plus 5q?" Me - "10q" Dad - "You're welcome" I proceeded to groan heavily.
1203	Why did the lonely man work on his days off? He loved the company.
1201	What has 2 legs but cannot walk, two wings but cannot fly, 2 eyes but cannot see? A dead bird.
1201	Serial Killer There once was a serial killer who only killed girls named Jenna. He was arrested and charged with Jenna-cide. (Wrote that this morning. I'm not proud of it at all.)
1200	My six-year-old daughter just delighted me with a completely original pun: What do you call it when you have to go inside at the end of the day? Funset!
1199	Last time I was in France I wanted to ask a question about strawberries But I wasn't sure how to fraise it
1198	"Mr. President" could be a great name for a dog... You could tell him to get off the couch by saying "Get down, Mr. President!"
1197	Dad went to bed, then came downstairs 5 minutes later to ask if I got his text Check my phone, "iTired...there's a nap for that"
1197	My boyfriend dropped this while watching the Sochi Games. "You win some, you Luge some".
1195	Why call it a dad bod It's actually a father figure. Edit: woke up this morning and saw this with almost 1k up votes! Thank you guys, I'm honored! ( Hi Honored, I'm Dad)
1193	So there's going to be a Tetris film.... I hear it's going to be a real blockbuster.
1192	I went to the zoo and saw a baguette in a cage... The zookeeper said it was bread in captivity.
1190	The number Seven is odd. The only way to make it even is to kick its S.
1189	Prime numbers and stoners have a lot in common. The higher they are, the more spaced out they become.
1187	I broke the lightbulb in my lamp today. It was delighted.
1186	What do laser guns and churches have in common? Pew
1185	I was expecting my new knife to work well with meats. But it's just not cutting it.
1185	I did a 190 pound dead lift. Out of bed this morning.
1182	How does the Flash like his eggs? Runny
1179	Ask me how my hemorrhoids are. They're swell.
1177	My wife frequently gets a stuffy nose She always says "I can't breathe" to which I always respond "I know, you take my breath away too"
1175	Broken bridges really annoy me. I just can't get over them.
1172	I can brush my teeth and whistle at the same time He then proceeds to take out his dentures, brushes them and whistles.
1172	Two Eskimos sitting in a kayak were chilly, so they lit a fire in the craft... Unsurprisingly it sank, proving once again that you can't have your kayak and heat it too.
1170	My battery died when I was recording my wife giving a toast at her parents' 50th wedding anniversary. Now I'm never going to hear the end of it.
1166	Did I ever tell you about the girl that only ate plants? I can't believe I never mentioned herbivore.
1166	Where do Gordon Freeman and Jon Snow meet for drinks ? The Crowbar.
1163	My girlfriend is a genius Me: Your ears are so soft. Her: I have Dumbo ears. Me: No, you have Dumbo's mom's ears. Normal sized. Her: That's ear-elephant.
1161	At what time of day do Germans disagree? Nein! (for this to be effective, say this quite loudly in a German accent.) My dad loves this one, he always laughs the loudest at his own joke.
1159	My wife couldn't decide what to eat "Should I have chicken, soup, or pizza?" "Absolutely. Chicken Super Pizza sounds awesome."
1155	How did the butcher introduce his wife? Meet pattie
1154	My wife was teaching my 11 month old son how to eat with silverware... My son successfully took a bite by himself and I said, "Good forking job!" My wife groaned.
1154	I found a spot of cancer on my BINGO Card Don't worry, it was B9.
1153	Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them.
1153	I took my cat to the vet today He was not feline well
1151	What do you call it when two nukes have an argument? A fallout
1151	We should get Subway for dinner. Me: We should get Subway for dinner. -Subway commercial comes on television- Me: Look, it's a sign! Dad: No, it's a commercial.
1150	What do you call a large dog that meditates? Aware wolf!
1148	What are those poles for taking your own picture called? A narcissis-stick? Adult leader training with the boy scouts this weekend was a goldmine
1147	A train just went by here, wanna know how I know? It left its tracks.
1145	It's a 5 minute walk from my house to a pub... And its a 45 minute walk from the pub to my house. The difference is staggering.
1145	tiforp a I turned a profit.
1143	Is it okay to say President Obama's middle name? Depends on Hussein it.
1140	Mr. and Mrs. Turner had a baby girl. They named her Paige, and they just couldn't put her down.
1135	Why don't crabs give to charity? Because they're shellfish.
1135	My ex-girlfriend's dad turned 50 and bought himself a Sebring convertible. He was having a midlife Chrysler.
1133	My coworker asked if I had any nuts. I offered grapes and they turned me down... Then I said, "You're nuts to pass up a grape deal like that!" Edit: this actually happened and I'm very proud of it
1131	What do you call it when Batman skips church? Christian Bale
1131	Go throw a jar of Hellman's in the Lake! Cuz it's Sinko de Mayo!
1131	At the zoo with wife and kids... Me: You know, they say porcupines are one of the smartest animals on Earth. Wife/kids: Oh yeah? Me: Yeah, science has proven that they're pretty sharp.
1130	Grocery store dadjoke on the girlfriend... We were walking down the dairy aisle when... Gf: "Did I pass the butter?" Me: "I don't see why you would, I didn't ask for it..."
1128	My friend Jay had twins recently, and he wanted to name them after him. So I suggested Kay and Elle.
1126	Today, I asked this grandpa if he found everything okay when ringing up his groceries He said, "No, I wasn't looking for everything."
1126	Why do Chicken coops only have 2 doors?.. Because if they have four, they would be chicken sedans..
1125	A friend asked me," What rhymes with orange?" I said," No, it doesn't."
1124	I've been on three dates with a woman who works in a zoo. I think she's a keeper.
1124	Why did the empire have such a hard time finding the Rebel Base? They were looking in Alderaan places
1123	Why can't you trust atoms? Because they make up everything!
1123	I'm going to name my son Violence. If he's smart, I can tell my friends that Violence solves problems.
1114	Dad drove five of us under a bridge with a sign saying "12 feet" "Oh no! We only have 10 feet! Better turn back."
1111	Me: Did you know that abbreviating names might be sometimes confusing? GF: Really? Me: Yes. George Foreman: How so?
1110	Wanted to measure my height with a tape measure but couldn't do it alone. "Dad, can I borrow you for a minute?" "Sure, as long as you give me back"
1108	Why do Swedish war-ships have bar codes on the sides? So that when they return to port, they can Scandinavian.
1106	My dad during the ufc fights My mom "is the guy a Brazilian?" Dad "No, he's younger than that"
1104	What's the hardest part about throwing a party in outer space? You have to planet
1103	I heard they came up with a millennial version of the Monopoly game. They just walk around the board paying rent, never able to buy anything.
1103	My girlfriend woke up said she dreamt about statistics the entire night I said to her "I wonder what the probability of that is."
1102	My twin brother called me from prison. He said: "You know how we finish each other's sentences?"
1102	Imagine you're a prisoner stuck in a cell. How do you get out? Stop imagining
1100	What do you call it when a shephard can't find his ram? Memory loss.
1099	Who's bigger. Mr Bigger or Mr Bigger's baby? Mr.Bigger's baby. He's just a little bigger.
1098	Why is today a soldier's least favorite day? Because it's March Forth!
1097	I have a joke about time travel but you didn't like it...
1097	My dad would make a great genie. Me: I wish I could teleport. Dad: What would you tell it?
1095	I think I'm going to open a store that sells rocks... When we have special promotions, I can make a commercial on the radio that says "don't take this shale for granite!"
1094	I bought a belt made of hundred dollar bills It was a waist of money
1093	Can anyone help me out? I was caught stealing hearing aids... And given the deaf penalty
1090	I got fired from my lawn maintenance job. I just wasn't cutting it.
1089	If you put your left shoe on the wrong foot It's on the right foot
1089	I accidentally downloaded the Square app for store owners instead of the one for personal use My dad- "You had no business signing up for that."
1088	I had a vasectomy today, and my wife keeps asking how I feel... I've had to tell her over and over that it's not that bad, and that I don't notice much of a vas deferens.
1086	My girlfriend just dumped me for always talking about video games What a silly thing to fall out for.
1079	Why was Kylo Ren always so pale? He never could catch any Reys! A Star Wars themed dad joke for the holiday.
1078	Why did the dolphin take up Buddhism? Because he was searching for a higher porpoise!
1077	An owl was delivering three letters. It lost one of its letters. Ow.
1077	How do you know a person is old? When they remember the dead sea as just being a little sick.
1074	I never learned when to properly use contractions but that is ok it's what it's
1068	Why do chickens lay eggs? Because if they dropped them, they'd break.
1068	I found a hole in my wall that I didn't know existed Me: I never knew that hole was there My Dad: where did you think it was? I then proceeded to laugh way too much
1067	TIL: A few hundred years ago, the boomerang was Australia's chief export. And import.
1066	So I was at the bar last night and the waitress screamed "Does anyone know CPR??" I said, "Hell, I know the whole alphabet!" Everyone laughed... well, everyone except this one guy
1065	Near the end of my wife's pregnancy she suddenly began yelling out "can't!", "won't!", "shan't!", "mustn't!", and suddenly it dawned on me.. I think she's having contractions!
1065	Without any natural border, how can you tell when you're in Finland, and when you're in Lapland? Once you pass the last Lap, you're at the Finnish line. *I'll show myself out...*
1063	Security at Los Angeles International Airport was very chill I guess it was LAX.
1062	Four men are stranded with nothing but cigarettes on a boat with no way to light them So they throw one cigarette off board, and the whole boat becomes a cigarette lighter
1060	My wife screamed "you haven't listened to a single word I've said, have you?! I was taken aback...what a weird way to start a conversation.
1058	I like my women like I like my coffee I've never had coffee but it smells nice.
1056	Someone told me "you believe in god? No way!" And I was like "Yahweh"
1054	What did the cantaloupe name his daughter? Melony
1054	Dad joked a cashier yesterday I bought a box of zip lock bags and when she asked me if I needed a bag I told her no thanks, I have a hundred right here. She didn't get it.
1053	My addiction to Helium is out of control, but... No one is taking my cries for help seriously.
1051	What kind of cheese does Medusa eat? Gorgonzola.
1051	You know why they called it Saturn? Because it had a nice ring to it.
1050	I went to the doctor complaining of a weak back... Doctor asked me how long I had it. I said, "Oh, since about a week back."
1047	My mom asked my dad how he makes his tacos He said one shell at a time, just like the rest of us
1044	What's the difference between regular and Israeli hummus? Hummus: good. Israeli hummus: Israeli good
1041	Maths lecturer is clearly a Dad. He was briefing us on what next year's course would entail; "You'll be dealing with matrices, and no, they are not what mathematicians sleep on!"
1038	It's ironic how she died when her zodiac sign is cancer! She was killed by a giant crab.
1034	Who is the king of the pencil case? The ruler.
1033	Daughter today: "Dad, can we do an Easter-egg hunt tomorrow?" Me: "Sure! You can do an Easter-egg hunt every single day" ^^^You ^^^probably ^^^won't ^^^find ^^^any ^^^though.
1032	I live in the house next door to where the Notorious B.I.G. grew up as a child. The current owners let me take a look inside. No biggie.
1030	I used to be addicted to Tide Pods, But now I'm clean.
1024	How does Spider-Man think of such witty comebacks? Because with great power comes great response ability.
1022	Becoming a vegetarian... ...is a big missed steak.
1020	Alpha, Delta, and Omicron walk into a bar and order a few Coronas. "That'll be $20.21", the bartender says.
1018	How can you distinguish a dogwood from other trees? By the Bark.
1018	GF has been working on her taxes for the last two hours "This is too much - I'm exhausted!" "...sounds *taxing*."
1016	What do you call an educator under the influence? A high school teacher
1013	I asked my son to go get me a phone book. He laughed, called me a dinosaur, and handed me his iPhone. The spider is dead, the iPhone screen is cracked, and my son is furious!
1012	Me: The city has high school taxes. Dad: What about the elementary schools?
1012	What do you call a princess who just turned eighteen? Barely regal *drumroll*
1011	Had a presentation about wind energy today. It was a breeze.
1010	I was at a bar with my new girlfriend. I picked up the fork and said "wanna fork?" She then picked up a napkin and said "it's napkina happen."
1007	When someone gets a migraine. Tell them, "Don't worry it's only in your head."
1005	My wife found out I was cheating after she discovered the letters I was hiding from her She's never gonna play Scrabble with me again!
1005	Got the wife and myself after I realized what I said. Wife: Taste this chocolate, it is better than sex. Me: You probably have terrible sex.
1001	What starts with 'w' and ends with 'hat' .
993	I heard my teenager mumbling in her sleep. She kept repeating, "1,3,5,7,9" Literally she can't even.
992	I raised the alarm at work today.... The midgets were furious.
988	What do you call birds that stick together? Velcrows!
988	An opinion without 3.14 is an onion.
988	The nurse handed me my new born baby. "Sorry, your wife didn't make it.." *Hands the baby back*. Bring me the one my wife made
985	I was fired from the keyboard factory yesterday I guess I wasn't putting in enough shifts
985	A woman is addicted to pretending to be a nun. She just can't lose the habit.
984	I had a dream that I was a muffler I woke up exhausted
980	What was left after the French cheese factory exploded? Da Brie
979	What is the fastest liquid on earth? Milk! It's pasteurized before you even see it!
978	We need to add three more states to the United States of America 53 states would make it a prime number; One nation, indivisible.
977	Did you hear how the named Canada? Someone was pulling letters out of a hat... "C, eh? N, eh? D, eh?
977	I asked my father if he knew any finish carpenters He replied "Nope, only Canadian carpenters and a couple of Americans"
976	I informed my wife that the world does not revolve around our daughter... Wife: "Why would you say that?" Me: "She's our daughter; not our Sun."
976	Shuttle driver at work had a good one just now Customer asks him, "Are you the shuttle?" He replies, "the shuttle is over there, I'm the driver!" Customer and I had a good laugh at that one!
975	Did you hear about the bingo caller who had a tumor? Luckily, the tumor was B-9.
975	Look at this! This
974	What time do ducks wake up? At the quack of dawn.
974	A King has 3 cups. The first 2 are full and the 3rd is empty. What is the King's name? King Philip III
972	"I'd like to have a toast" said the father-in-law at his daughters wedding "Add some jam on it," he continued (Smh this wasn't appreciated enough at r/jokes)
970	Knock knock... "Who's there?" "Cows go." "Cows go who?" "No, silly. Cows go moo"
966	My boss said my math skills are average. That's just mean.
963	Got my mum with a dad joke. Her: "This sweater doesn't compliment me does it?" Me: "Well you should hear what it says behind your back!" There sadly was no groan, just a blank stare.
962	My dad was very upset when our bunnies escaped. It's his worst fear - hare loss.
961	I lost my whole Lord of The Rings Lego set Now I'm Legoless
960	What did the bee say when he returned to the hive? Hi Honey, I'm home!
958	Oh, dad... I know a guy that crushes pepsi cans for a living. It's soda pressing.
955	Watched a documentary on illegal drugs last night. Five Stars. Most documentaries are more enjoyable that way.
955	Even good harmonica players suck half the time... And when they don't suck they blow.
954	What did the green grape say to the purple grape? BREATHE YOU IDIOT, BREATHE!
946	What's the difference between a dirty bus station and a lobster with breast implants? One's a crusty bus station and the other's a busty crustacean.
943	What kind of prize do you give someone who hasn't moved a muscle in over a year? A trophy
943	Dad jokes at the doctor Doctor, "Hello, thanks for being patient" Me, "Hello, thanks for being doctor" We both chuckled
943	Hostess couldn't quite figure out where to seat us... Dad: "She's taking us on a wild booth chase!" Note: He said this through tears of laughter, while literally slapping his own knee.
942	Ham Sandwich walks into a bar.. Strolls up to the bartender and says 'Pint of lager please mate' Bartender looks the Ham Sandwich up and down and says 'Sorry mate, we don't serve food here'
938	I was just looking at a new apartment but it didn't have any mirrors in it... I don't think I can see myself there.
936	The waitress came over and saw my leftovers and asked, "do ya wanna box for that?" I responded with, "no, but we can arm wrestle any day."
936	What should a vegan do before he enters the butcher? Prepare for the würst
934	A limbo champion walks into a bar He was disqualified
934	This text from my dad Me: "I got a 94 on my psych exam from tuesday" Dad: "thats great. You must be psyched"
932	What do you call a belt made of watches? A waist of time.........
927	My son dad joked me... Driving passed a harbour and my son points out a "boat" which I explained is actually a ferry, he then says to me "Yes daddy it's a ferry big boat..." He's only 4...
926	Friend has a date Friend: Are you selling roses? Me: Yes Friend: Can I buy one for my date tomorrow? Me: Date? Friend: The 6th of March Me: ...
925	Whenever I come back from a lengthy trip to the bathroom "Whew, I'm pooped."
925	Good Morning Dad Me: Morning, What's up? Dad: WE ARE! HAHAH
924	"Son, now that you are a father, you should read this book" "What is it dad?" "1001 greatest dad jokes" "wow dad, i'm honoured" "hi honoured, i'm dad.."
923	I was asked to give the first initial and last name of my favorite philosopher But I said I Kant.
920	I walked in on my girlfriend having sex with her personal trainer. I told her that this isn't working out.
920	Walking by a clothing store, my wife says, "I would like to try on the swimsuit in the front window." Me: I think you have to use the dressing room like everyone else.
918	I told my boyfriend that I got an expensive haircut, but they left my bangs too long. He replied, "too much bang for your buck?"
918	A joke I made just before a test in math I turned to a friend next to me: "Will you tell me the answers if I don't know something?" "No." "I was counting on you. Now I have to use my hands."
917	I was told my jokes were cheesy I was told my jokes were cheesy, but I think they're pretty Gouda.
916	(Scottish Joke) Why did the cow go on holiday? Because it had a wee calf.
914	Apple have cancelled thier planned cruise ship, the iTanic. Apparently it kept synching when docked Edit: I know spelling of 'their' is wrong. Cannot be changed.
913	Why does the Norwegian navy have bar codes on the side of their ships? So when they get back to port, they can Scandinavian
913	Why did the sailboat start doing drugs? Pier pressure
912	What's a communist's favorite unit of time? Hours
910	Give a man a fish, and you'll feed him for a day ... Give a man a poisoned fish, and you'll feed him for a lifetime!
910	What do you call a neat Caucasian? Tidy whitey.
910	Did you know that 2x10 is the same as 2x11? The first one's twenty, the second is twenty too.
909	I googled the phrase "missing medieval servant". It came back with "page not found".
909	All my friends hate me for this one What did the seal with a broken arm say to the shark? Do not consume if seal is broken
909	My boyfriend didn't like my new haircut A month later I asked him if he's changed his mind yet. He said "yeah, it's growing on me." "No, it's growing on me."
905	My wife was wondering what her breast milk tastes like, so she asked the baby. And he told her... Umami.
904	Pi day joke My substitute teacher laid this down. Short but sweet: "I used to know a guy named pi, but we stopped talking because he just kept going on and on and on..." *groan*
902	My wife sent me an article about "sandpaper spouses..." I told her she must be 2000 grit, 'cause she's FINE!
901	I tried to tell the Egyptian that he was drowning But he was in denial
900	What do you call a man with a pace maker and irritable bowel syndrome? A gas electric hybrid.
896	"Hey what's up?" A Pixar Movie.
893	What do you call a fast escalator? An Escasooner
891	Why do Seagulls fly over the sea? If they flew over the bay they'd be bagels
886	Dancing Queen used to have a lot of profanity in its lyrics, but after computers became common... No one needed an abba cuss.
886	What is Mr T's favourite month? APRIL! Fools.
884	My dad used to get shot from a cannon at the circus. When he retired they had to close the show. They couldn't find another man of his caliber.
883	My 3 year old asked her mum if her 8 month old brother was allowed to eat his toy drum. She said it was fine. I said won't there be repercussions? Got an eye roll followed by a laugh.
879	Everyone knows that the zip code for Beverly Hills is 90210 thanks to the show, but not as many people know the zip code to Dawson's Creek. It's 90108 ^...for ^our ^^lives ^^^to ^^^be ^^^over...
879	Did I tell you about my new chicken-proof lawn? It's absolutely impeckable
878	Met a girl last night whose parents didn't let her watch The Simpsons when she was younger... I asked if her parents were Homerphobic...
876	My daughter got jelly on her nightgown I said, "no big deal, you'll just have sweet dreams."
874	How can you tell if a joke is a dad joke? It'll be apparent.
868	I've gone without booze for a week. It's been a sobering experience.
867	Asked the barista if the dark roast was good Barista: Some people say it tastes like dirt, but what do they expect, it was ground this morning.
866	Where did Noah keep the bees In the ark hives.
866	How did the tree feel in spring? Releaved
866	Why did the can crusher quit its job? Because it was soda-pressing.
865	Dad talking to my 4-year-old nephew. After building a snowman yesterday: Nephew: "Look grandpa, the snowman is still there!" My dad: "Yeah but he's probably freezing."
864	At the grocery store, would you like paper or plastic? Either one... I'm bi-sacksual.
862	I can cut down a tree by just looking at it It's true I saw it with my own two eyes
862	I was thinking of buying a pocket calculator. but then I thought, "who cares how many pockets I have?"
860	I love how the Earth rotates It makes my day
860	I tried looking up synonyms of confusion. But I came away with uncertainty and disorientation.
860	I bought a really expensive laxative from the pharmacy. It gave me a good run for my money.
860	What has only one finger and is very demanding ? A Ransom Note.
860	With great reflexes... ...come great response ability.
859	I came home the other day and found out that all the bulbs in my house have been stolen... I was delighted.
858	My buddy told me to ask him if he's a horse. he said neigh.
856	Why can't your hand be twelve inches long? Because then it would be a foot
856	The circle is the most ridiculous shape out there. There's absolutely no point to it.
856	Ironing Shirts When I don't have time to iron a shirt, I just steel one.
855	What's one vegetable you should NEVER bring on a boat? LEEKS. (my 10yo told me this - he said he thought it up himself.)
855	What's the difference between a piano, fish and glue You can tune a piamo, but you can't tuna fish
855	My Lesbian neighbors bought me a Rolex for my birthday I think they misunderstood when I said, "I wanna watch"
855	Today a lady at the bank asked me to check her balance So I pushed her over
855	How does Mike Rowe (Host of Dirty Jobs) cook most of his meals? In his Mike-Rowe-Wave.
853	Thinking of becoming a Satan worshiper Just for hell of it.
851	I was out in the club and they played "The Twist," so I did the twist. They played "the Macarena," so I did the Macarena. Then they played "Come On Eileen" and I got kicked out.
851	At the Indian Restaurant Me: I wonder if they would tell us how to make this bread. Girlfriend: Actually I'm sure it's pretty easy! Me: I don't know, we may have to sign a Naan Disclosure Agreement.
850	Why couldn't the man open the door? He couldn't handle it.
847	My dad made a joke at dinner... Mom: "Did you know that grapes can kill dogs?" Dad: "You'd have to throw them pretty hard..." My mom was not amused, but I was losing it haha
846	I ordered a Chicken and an Egg from Amazon I'll let you know
846	A horse walks into a bar... The bartender says "hey" . . The horse replies "sure"
845	"Dad: 'Did you know that all the people who live around here aren't allowed to be buried in that cemetery?' me: 'Really? why not?' dad: 'Because they're not dead yet.'
844	Do you know what I miss? Small targets that are very far away.
844	Daughter: I have to do a report on sinkholes. Me: Oh, well do you know the best kind of sinkhole? Sinkhole de Mayo
841	Within minutes, the detectives figured out what the murder weapon was. It was a brief case.
841	I liked the Harry Potter books and movies, but... I feel like the character of Nearly Headless Nick was a bit poorly executed.
840	Do you know what Murphy's Law is? It says that "Anything that can go wrong, will go wrong." Do you know what Cole's Law is? Thinly sliced cabbage.
839	What do you call a girl with no body and no nose? nobody nose
838	What type of pasta do they serve at a haunted house? Fettuccini Afraido
837	I once photographed a track team practice for the high school yearbook. I guess you could call it *timed laps* photography.
835	Before my surgery, the anesthetist offered to knock me out with gas or a boat paddle. It was an ether/oar situation
832	Why did the pirate get his ship so cheaply? It was on sail!
830	A man walks into a bar with a slab of asphalt and walks up to the bartender and asks for two beers and says... "One for me and one for the road"
830	What did the baby corn, say to the momma corn? Where's pop corn?
828	Got my sister! Her: I usually play tennis by night at like nine-ish. Me: Do you even play ten-ish? Her: ... What? Dad laughed at it though!
825	How do you turn a T into a P? Drink it. Edit: Maybe "Drink the tea" is clearer.
823	Tokenism is when your organization has only one PoC just for appearances sake. If you have only one elf, that's Tolkienism.
822	TIL: If your boat turns upside down in the river, you can wear it on your head. Because it is capsized.
821	So I recently joined a nudist colony. The first few days were the hardest.
819	Why should you always wear glasses when doing Math? It helps with division.
819	I used to have a full size wooden car. Wooden wheels, wooden engine, wooden seats. BUT, when I tried to drive it, it wooden go.
817	To whoever stole my copy of Microsoft Office, I will find you... You have my Word.
817	English Prof is a Dad We were discussing the possibility of selling your organs for money. Prof: "I for one support the selling of organs. But I draw the line at pianos."
816	What did Jay-Z call his wife before they got married Feyoncé
816	What do you call a group of Minnesota gangsters? Oh geez.
815	guy: your clothes are gay me: I know they just came out of the closet
814	What is the difference between your file cabinet and your kidney? One is for your information; the other's for urine formation
811	I get nostalgic when reversing my car It always takes me back
811	What is it, Dad? It is a pronoun used to reference an object or thing.
810	What did the sea monster say to the comedian? You're kraken me up
809	My dad was cooking chicken noodle soup and it was boiling very rapidly. He looks at the pot and says "whoa, simmer down!"
808	What's the difference between a tuna, a piano and a glue stick? You can tuna piano but you can't piano a tuna.
807	A guy rushed past me at the post office to deliver 25 different letters He skipped the Q.
807	A mathematician comes home drunk at 3 AM. His wife: Hey, you promised to be in by 1145. What the hell happened? Him: No, I told you I'll be home by a quarter of twelve.
807	How do you cut a tiny pizza? With Little Caesar's.
805	I tried to steal candy from a newborn baby. He slapped my hand away. Turns out he wasn't born yesterday.
805	Gay jokes aren't funny Come on guys
804	What do a... Necrophiliac and alcoholic have in common? They both like to crack open a cold one
801	What's the difference between a well-dressed bicyclist and a poorly dressed unicyclist? Attire.
801	How was the Roman Empire cut in half? With a pair of Ceasars! My dad, ladies and gentlemen.
800	I know dad jokes aren't for everyone, but I thought I'd go ahead and post one here... 1
800	I couldn't believe my good fortune when he asked me this. Him: "Hey, is there a special setting on the toaster for waffles? Me: "Not really, use the 'Frozen' setting and just let it go."
800	How does the pope pay for stuff he wins on ebay? ... Papal.com
799	I'm making a new documentary on how to fly a plane We're currently filming the pilot.
797	I bought a pair of shoes from a drug dealer.. I don't know what he laced them with but I have been tripping all day
796	If you find gold in Australia, where do you look for silver? Agstralia.
792	What did the drummer call his twin daughters? Anna One, Anna Two...
792	Will transparent coffins be a success? Remains to be seen.
792	What's a palindrome? No it isn't.
791	Make sure you get a lot of sleep tonight! Because tomorrow, we begin a 31 day March!
787	Why is the military so strict about their uniforms? To minimize casual tees
784	What do you call someone who points out the obvious? Someone who points out the obvious.
784	A man walks into his doctor's office and says, "Doctor, I think I'm addicted to Twitter." The doctor looks at him and says, "Sorry, I don't follow you."
784	An astronaut was trying to make coffee on the space station... Astronaut 1: "I want to make coffee but I can't find any milk." Astronaut 2: "In space, no one can. Here, use cream."
783	Girlfriend got me good tonight at the movies Went to see Ant Man and she kept squirming in her seat, so I ask her "What's wrong? You okay?" Her response: "Yeah, I'm just feeling a bit antsy." Sigh
782	Why don't skeletons ever go trick or treating? Because they have no body to go with.
782	My wife spilled her red hair coloring all over the bathroom It looked like somebody dyed in there...
781	I went to the bee keepers to buy some bees. All the bees had price tags on them except one. It was a freebie.
780	"Did you blow bubbles as a kid?" "Well, of course I did." "Well, he's back in town and wants your number." My dad told this joke to me for the first time when I was like 10.
777	The inventor of the Velcro has died. RIP.
776	Mom walked right into that one.... While researching gift ideas for my nieces and nephew; my mom texts me and asks, "What's the difference between an Xbox 360 and an Xbox One?" "About 359."
775	What's Irish and stays out all night? Patty O'Furniture
774	What is the best time on the clock? It has to be 6:30, hands down.
774	My gf's uncle pulled this one off last night I was a man trapped in a woman's body. [pause for effect] And then I was born.
